rating,title,text
5.0,Five Stars,perfect replacement
5.0,Gets The Job Done,Wonfoucs Compatible Label Tape Replacement for DYMO gets the job done. I was looking for economical labels for my label maker DYMO. These were perfect. A great replacement that fits the label maker. I was surprised and pleased that the labels stuck well.
5.0,Five Stars,the kid loves it for his laptop.
5.0,Nice Product,"I like this product as it is practical and seems to be durable. There are many competitors in this business, but in terms of quality and value, I do believe it is second to none. Recommended!"
3.0,Read all of the item description before you buy it,"I had hoped this would work well with my new TV, I bought it because of the bluetooth feature. The bluetooth only works for pairing with phones to listen to music - it does NOT connect to your TV via bluetooth. The ironic part is that the connector that comes with it doesn't fit most TVs. Awesome. I had to go buy other parts to make it work. The GIGANTIC remote it comes with now only controls the volume and nothing else and my regular remotes will not work on the volume at all."
5.0,"Awesome, no hiccups!","Wow, I just upgraded from a radeon HD4970 and I am blown away.  I thought that HD4970 was still decent, too.  This card can play TERA online at max settings with no hiccups.  Man I can't wait to get that 3d monitor in the mail to push this card to its limit.  EDIT:  even with a 3d monitor I purchased from here (asus vg278h), this card has no problem maxing out all settings in 3d mode!  Frames are all silky smooth!  wow!<br /><br />I bought from this guy the normal geforce gtx 680, but I guess he gave me the superclocked + version, which is even better.  Add 2 day shipping, then it makes up for the high price."
2.0,Protective but too heavy.,"The is a great case that can do both vertical and horizontal view. However, it is making the already heavy tablet to even heavier."
2.0,Not value,Slow
5.0,Good product,I am very satisfied with this product.
5.0,*****,On time and as described.
5.0,Excellent product,Work's as described
1.0,Dont buy,I had got this router off of the great reviews it was given. Must have made a review on a different router. This one sucks. It takes me about 10 minutes to try and sign into my own wifi. And heaven forbid it loses the signal. I have a 450sq apt. And it has a one bar in the bedroom. But yet the reviews shows that people have 2400 sq house and works fine. This is a junk of a router
5.0,Excellent antenna.,"It may not be beautiful, but it is very functional. Once I found the best position for it, it worked spectacularly well, giving me all the local channels on a TV in the office. The base has a powerful magnet in it, making this easy to mount. I am getting a lot of channels, all of which have amazing sound and image quality."
5.0,so cute,"loved them, comes with a neck piece to connect the AirPods to so you dont loose them. I ended up returning them cause of the pink I meant to order them in baby blue. but soo cute"
4.0,As Expected,"Everythign works great, sound is great, do not care for the cord."
5.0,Just as good as Beats and B&O's,I was looking for some cheap ear buds for work just incase I lose them it wouldn't be a big deal and these are just as good as my Beats.
1.0,I thrown away.,"Yes, it is so easy to read but you have to go through so many steps, finally I just thrown away."
5.0,Perfect for allowing me to use dual screens in my home office. Sturdy and very flexible.,"Got this stand to replace one I already had. The old one was a bit of a pain when I had to move it or take my laptop on and off the stand. (See first picture.) The adjustments on the old stand would come out of place very easily. This new stand is so much more solid, but has an incredible amount of flexibility for adjusting the height and angle that my laptop sits at. I use a wide screen monitor in my home office. This stand lets me use my laptop as a 2nd monitor, expanding my workspace. The stand also allows me to use the laptop camera for video calls. I can adjust the stand height to the perfect height so the camera is is getting just the area I want. The 2nd picture shows the arms of the stand. The bottom one can be used to adjust how high you want the laptop to sit, the upper arm lets you adjust the angle the screen is at. The stand also has a sturdy plate for holding the laptop without it sliding off and has big cutouts to allow the laptop to vent. A great addition to my workspace!"
5.0,Excellent,this will last a long time.  I purchase this when my old one goes bad.
5.0,Great starter set if you dont want to bend your own wires.,I got into playing around with Arduino a couple of years back and wish I had these when I started.  You don't technically need these as you can cut your own wires to size and bend them but this just makes it easier for starting out and keeping your board organized.  I really like how they had different colors for the different lengths so I know what each wire is and can assign an ad hoc color scheme for my prototyping.  I slapped together a quick project using these to test the wires and they did remarkably well.  I would highly recommend this if you are just starting out on Arduino and breadboard prototyping.
1.0,Stopped pairing - do not buy,"Like many other reviews, these earbuds stopped pairing and became useless. Nothing worked to help reset them."
5.0,Extremely Well Thought Out and Good Quality,"I was pleasantly surprised by this mount.<br /><br />1) It came well packaged and nothing was damaged.<br />2) The packaging, particularly for the smaller parts, was well thought out—in one attached line of sealed plastic pouches. The items were in the order that you need to use them, even. Really well done that.<br />3) The materials feel very solid and sturdy. And they look well finished. It even has a pad to protect the desk top.<br />4) All the tools needed are included.<br />5) The instructions were clear, and it was super easy to assemble.<br /><br />This is one of the best overall assembly experiences I’ve had in a long time."
1.0,Sending it back.,"I've been taking photographs for many years (talking decades here, people).  I went through the various types of settings, and nothing came out remotely clear.  I used a very good memory card.  Very disappointed.  I've been a Nikon user for a LONG time (1980s), from SLRs (pre-digital), to another model of Coolpix.  Don't let the 20MP lure you in."
5.0,Super pleased.,Super pleased with this product and their super fast delivery.
5.0,If you lose your wifi signal when you walk outside,"This is a remedy for that issue. I can open my front door and walk two feet and lose my wifi signal. In the back, I can go from the patio door to the pool bathroom, but even at that, it is sketchy. So, here is a perfect solution to outdoors. I will be putting it in the pool area, where we need the wifi the most. My husband is a former phone man and when we built our house, he installed all the cables for electric, and phone. So he is able to handle the installation for us. The grandkids will be thrilled, as will I."
5.0,AWESOME BINOCULARS!,These are great binoculars at a very reasonable price! I have owned several pairs of binoculars over the years and this pair surprised me! They are ergonomically well designed and fit the hands in a natural way. They are true 10x50 glasses and have excellent and precise focusing throughout the field of focus.<br /><br />Would I recommend these?<br />Absolutely! I HIGHLY recommend these binoculars to anyone looking for precision optics and above average durability!
5.0,Everything,It’s awesome
4.0,Cute on,I like how this looks on! Cute
3.0,Can’t stay put!,I purchased the holder to show writing with iPhone the holder on top loosens. I am unable to get a tight fit to stand. The ball does not stay put. The inside shows threads but none on stand neck. I just used it and unable to return. If I can’t mount it does not work.
5.0,Lightning fast,These drives are just amazing. I have both a p5 500gb and 1tb as boot drives in two different systems and they are phenomenal
5.0,Perfect,My gamer son needed a more current cable for his 240hz monitor. The old one didn't handle the data load. This new Silkland one works perfectly. No more glitches. And he loves the red color!
5.0,Five Stars,Great clarity and so much lighter than my previous binocs
5.0,Perfect,Gorgeous case
5.0,Job done,Well...not much to say really.  Got it for my Pentax K-x (EXCELLENT camera) to clean the lenses.  Does the job and does it well.
5.0,All the Alexa features with better sound,I was upgrading my dot from the original one and the sound on this one is much better.
5.0,Works well so far,Works well so far
5.0,Fit and works perfectly for 2017 GMC Yukon,Awesome! Didn’t want to spend too much to replace something that will probably just get lost again. This worked and synced perfectly with the DVD player in my 2017 GMC Yukon. Also fits perfectly in the slot for storage. Definitely recommend.
5.0,Enhanced the screen visibility,I installed this on my Colorado and it seems to make it easier to read the screen.  It was fairly easy to install and makes the screen appear to be clearer than the matte finish that is one screen.  I think it also makes it easier to keep it clean.  I'm pleased with it and order another one that will work on my RAM pickup.
5.0,Easy to use,It came on time. All I had to do was put in 2 triple A batteries. It worked right away without any confusing setup guide.
5.0,Five Stars,It's a cable. It works.
3.0,Bass is overhyped,"The bass is not as strong and deep as many of the reviews suggest.  Overall sound quality is okay, but after reading the reviews, I expected to be blown away by the strength of the bass.  I was not.<br /><br />Other than that, pairing occurred without any problems, and the build quality of the unit seems good.<br /><br />Do I recommend this product?  It depends.  If you are wanting to hear surprisingly rich, deep bass, then no...look elsewhere.  If decent tonal quality is your primary interest, than this item should suffice."
5.0,A+,Awesome patch cable!
4.0,Works great and great price,"Great headphones for even better price. Bluetooth to my phone for music. Works great for that but when phone calls come thru, the sound and voice coming thru isn’t very clear and hard to have a conversation using this headset"
4.0,Easy to assemble,"Easy to assemble and use, but the clips that came with are not my favorite. I ended up ordering another set I like better, but this frame has been fantastic for us."
5.0,Five Stars,Well it's OEM replacement. Original bulb lasted 8 years of normal use.
5.0,Convenient little dongle,"I sold my iPad but needed to edit photos on the go. This dongle allowed me to do just that, and the screen on my iPhone Pro Max was perfect for editing. Everything worked out fine. I’ll get another iPad eventually, but this $14 or so device made it so I won’t need to right away."
4.0,"Overall, very good for the price","The headphones are good overall! The sound quality is great, although at times there is a static sound."
5.0,Great for HD signals!  Self-powered!,"I was about to purchase a powered HD antena for my 1080p 40&#34; Sony TV, KDL40BX450, but decided to keep it simple with this $15 unit.  I'm really glad I did!<br /><br />This thing works GREAT!  I live in a very old 1940's cinder-block constructed house and the TV is next to some thick walls.  But I get over 40HD channels about 26 miles west of Chicago.  I couldn't believe it!<br /><br />I really use my TV only for Blu-Ray, Netflix, Hulu, etc.  Streaming content only.  This is great for local TV, such as PBS and others.<br /><br />Of course the signal, at times, does get fuzzy and distorts, but if you move it around a bit everything goes back to normal.  This is most likely due to weather conditions."
5.0,Five Stars,Works great. Thank you!
5.0,Simple to Use and So Useful!!!,This is handy down the easiest way i ever transferred my videos.<br />Everything was as simple a click and i could see what was transferring.<br />I had no issue with any size of tape videos.<br />We moved all our children's videos to memory cards for each of them.<br />Now they have an up to date format that they can share.<br />Videos are for sharing and they will never watch them.<br />This opened up their eyes quickly to all the childhood memories.<br /><br />Transferring was quick an easy with the highest HD definition!!!<br />Highly Recommend!!!
5.0,The best,"Great , definitely recommend it"
5.0,Great low latency Bluetooth dongle,So first impressions is that I can use my gaming wireless Bluetooth keyboard and mouse with almost zero lag. Connecting to the regular computer’s Bluetooth had terrible lag/disconnect to the keyboard and mouse stutter. Using a 2.4 rf receiver was better but my keyboard would still disconnect for seconds at a time. Using this Bluetooth dongle it has amazing connectivity and rarely has disconnects or stuttering. The only thing is that you have to uninstall the default Bluetooth drivers on the computer and install the one that comes with the dongle. The there is a usb stick with the driver on it that comes with it. I’m really liking this.
3.0,"Great, Once You Can Get Them Set Up","These are great, low budget speakers. However, I had a TON of trouble getting my computer to recognize them. It wasn't worth the hassle of just spending a bit extra.<br /><br />PROs:<br />- Incredibly cheap<br />- Decent sound quality- the volume range is perfect for a small home office<br />- Long enough cords between the speakers and to the computer<br />- Good control over the volume- knob is located in a good spot<br /><br />CONs:<br />There's really only one. It took me 6 hours of internet tutorials and thinking I'd broken my laptop to get the sound driver to recognize the speakers. I had to do this to both computers that I use them with. They work great now and can switch back and forth without recognition problems. However, knowing that I'd have to go through that now, I would have spent some extra $$ on a different set. I've never had problems like that with another set of computer speakers, and this is the fourth set that I've bought in my lifetime."
5.0,Five Stars,Excellent
5.0,awesome headphones,sound is decent & i did not have any trouble connecting to bluetooth switching from device to device. i would buy again
5.0,Excellent! Best deal for the money,Excellent!  Best deal for the money.
4.0,Very capable smart device from an up and coming tech company...,"THE GOOD:<br />--------------<br />* Officially licensed Google TV OS. Which means you'll be able to watch all the usual suspects without any hassle of side-loading, or watching from a web browser, etc. When I say usual suspects, I mean Netflix, Amazon Prime, Disney, etc.<br />* EKO is the real deal. It's the same OS as what the Nvidia shield uses, the same as Google's very own Android TV dongle uses, the same as Tivo's 4k Stream stick, etc.<br />* EKO is an Australian audio/visual company, and a quick look at their site shows that they're very professional, and won't be a fly by night. They seem to aspire to be like Vizio, TCL, etc.<br />* 2GB ram, 8GB of storage is on par with all the low end streaming sticks on the market.<br />* Remote is terrific with short cut buttons to Youtube, Netflix, Amazon Prime Video, Google Play Store, and Google Assistance button at the top.<br /><br />THE BAD:<br />-----------<br />* The charging port is micro-usb. It's all about usb-c now!<br />* In terms of pricing, they do not separate themselves from the more established brand names. So there's not a lot of incentive to try out a new company.<br /><br />I'll rate this 4-Stars overall."
5.0,Quality sound!,I go through a lot of earbuds because I'm on my phone & laptop throughout the day for work. These work really well with my iPhone and Dell laptop - sound quality is excellent and I love that it comes with multiple sizes and types of earbud covers to fit different ear types. Very happy with this product purchase and highly recommend!
3.0,Three Stars,"did not need , returned.."
2.0,"Great FX, no story... I'm glad it's over","Perhaps George Lucas just got lucky with Episode IV in 1977 -- he certainly doesn't seem to have had a clue about storytelling since that time. Maybe it was Alec Guiness and Harrison Ford that carried the first movie. And I must say even Mark Hammill was excellent in Episode IV. I just didn't care about the ""Jedis"" who turned out to be boring intergalactic narcs.<br /><br />The special effects are great, but what movie doesn't have great FX these days? How hard would it have been to make Anakin REALLY BELIEVABLY EVIL?<br /><br />The first two ""prequels"" could easily have been condensed into about ten minutes of flashback. Whoever played Obi Wan Kenobi is certainly not going to become any sort of Alec Guiness caliber actor. The whole thing was weak. Episode IV was magnificent, the other movies have just been the sound of cash registers ringing up marketing tie-ins, toys, video games, toothbrushes, condoms, everything else  you can think of. I WANT A GOOD STORY. SCREW THE SPECIAL EFFECTS. TELL ME A GOOD STORY.<br /><br />""Since the end is never told, we pay the teller<br /><br />off in gold, in hopes he will return<br /><br />but he cannot be bought or sold..."""
4.0,6 months and going strong,"I wanted a simple hardshell for my MBP, but I was concerned that the hard plastic of the cheaper kinds would be prone to breaking, so I went with the STM case.<br /><br />I love it so far. The ridges provide a nice, gripable surface over the whole laptop. The plastic feels slightly rubberized for a bit of extra shock absorption as well.<br /><br />I haven't taken it off since the day I put it on, 6 months ago. So, I don't know if it's gotten particularly dusty underneath the shell.<br /><br />Update: the edge of the case gets a little too close to the USB and thunderbolt ports. When plugging in hard drives I have to be sure to push down on the case to make sure I get a good connection on the ports. Otherwise I risk a bad connection and the drives getting disconnected accidentally (potentially corrupting important data!) I still really like the case, but I definitely wish the designers considered the ports a little more."
2.0,Low Quality,Not that professional as it says in the title. It works ok as a budget mic for simple things. Things like streamer mics like Blue or TONOR brand microphones are really professional. The mute button is nice on it. It also comes with a bulb-shaped foam cover over the microphone to help condense the mic and have better quality sound. It would be nice if like lights turned on when you the mic is on and then no lights if the mic is off.
4.0,Bought as a gift,I purchased as a gift. The recipient liked it do so call it a successful purchase. It looked wrinkled but I made no attempt to smooth anything out.
3.0,Don’t expect to jam out.,"Unlike other Bose products I own, this item DOES NOT jam. Turn the volume all the way up and it sounds like the speaker is busted. It rattled and sounds distorted. Turn the volume down a little and it produces the same quality Bose sound as expected.<br />There isn’t much bass to the sound.<br />Also, it’s a little bigger than I imagined..."
4.0,Four Stars,"Works fine. Since it's not used often, I should get some efficiency out of the batteries."
5.0,Excelente,"funcionan muy bien, buen sonido y fácil de utilizar."
5.0,No more protruding flash drives...,"Perfect usb angle adapter for my project. Using this covers the other usb ports on my raspberry pi, but that's okay because I won't be using those ports. 5-stars!"
4.0,Give it it's own preset.,Works like a charm
5.0,Great!,Works well!
3.0,Looks cool but not easy to use,It was difficult to use if your challenged by Origami type things.  I sent it back.
4.0,works,I used this to replace the crappy wifi signal from a spectrum unit.  Coverage is so much better.  easy setup and nice UI.<br /><br />only thing I still can't get to work is the VPN.  part of the reason I got the unit.  So working to figure that out which is why it's only 4 stars.
5.0,Five Stars,Exactly as promised. Thanks!
5.0,Wow this is a good speaker,OMG I can’t believe how loud and great bass. Love it.
5.0,You need this if you have the UE boom,Best cases you can get for the price. Bought 2 for each of my speakers never any issue getting through airports or anything.
5.0,Five Stars,I like it.
2.0,Does Not Live Up,"The unit I received had 11 permanent blue blotches on the screen regardless of input or picture adjustment.<br />When that was replaced, I then experienced an excessive amount of back-light bleeding in the lower-right corner. Some back-light bleeding is understandable, but in order to eliminate this problem I had to set both the Backlight and Brightness settings to zero, which produced a terrible picture for daytime viewing. I am still awaiting correction from Samsung on the latter issue.<br />Samsung Tech Support is repetitive, time-consuming, and lengthy.I spent over an hour on the phone with them only to be told that I needed to call back, again, the next day. I had already been on the phone for 40 minutes in spite of the fact that I was told, on the previous call, that I would be immediately &#34;escalated&#34; to the next tier. This was not true.<br />The service company that was assigned to service my TV was VERY late for every appointment, did not communicate that they would be late, and kept trying to avoid service by asking &#34;Does 'really' affect anything?&#34; To which my response was, &#34;YES!!! It freakin' affects things. I paid almost $1,000 for this TV, and I want it to perform as expected! Is that not what I paid for!?&#34;<br />Additionally, the service sub-contractors replaced a malfunctioning component, but did so with a damaged bezel..<br />When confronted about the problem, they again asked, &#34;Well... does it really affect anything?&#34;<br />What the hell kind of question is that!?<br />If you buy a new BMW, and take it in to be serviced, and they fix the transmission but damage the bumper in the process, would you NOT expect them to replace/fix the bumper!?!?<br /><br />I'm still dealing with Samsung in regards to getting this damned thing to function within expected tolerances.<br /><br />It does provide a really nice picture - overlooking the image problems, in general - and it is awesome as a PC monitor (assuming it worked properly).<br />The picture options allow for millions of image settings, allowing you to adjust to your preferences. I had to spend a lot of time adjusting mine, but after a little searching the internet, I found a reliable guide for adjusting the quality in a comprehensive manner.<br /><br />The &#34;smart&#34; functions (such as Netflix) and tech support options are adequate but, for some stupid reason, are over-complicated and don't hold a candle to anything you could get through a console (such as a PS4). Simply put: I don't use a single function that the TV came with, and instead prefer to use whatever device/console I have connected. While this may be a tiny tad more time-consuming, I find 3rd party apps/sources to still be a bit more intuitive and convenient than the in-born Samsung apps.<br /><br />In general, this particular TV is a bit disappointing in comparison to what I paid for it. This is written 6 weeks after ownership.<br />Perhaps I would enjoy it more if I were not the 1 in 100 customers who received a less-than-stellar unit out of the box. I will revise my review if/when all these issues are addressed."
3.0,the movies are great. just wish it was easier,it's not very is to use. the movies are great. just wish it was easier.
5.0,Perfect size. Premium quality cloth,Top notch quality! Perfect size. Premium quality cloth. Instantaneous removal of smudge! Perfect and excellent!!
1.0,Didn't last.,One of 3 didn't last a month.  Swapped battery.  I'd spend more next time.
5.0,Works as expected!,Works as expected!
5.0,Does SO much!,Love my dot. Have one in massage st rooms in my house.
5.0,Consolidation is a beautiful thing,"The perfect external 3.5&#34; hard drive for purchase at this point in time as far as I'm concerned:  they include controller software *if you want it*, but they don't try to persuade you to use it, instead taking the simplistic approach, which is plug it in and use it!  I would never use software to run a hard drive anyway.<br /><br />Also, 4TB seems to be the sweet spot right now for price/size ratio for external 3.5&#34; storage (3.5&#34; drives always require an external power source, whereas 2.5&#34; external drives - which are sometimes slower - usually do not).  I like that you can leave it plugged in, but it only powers on when you attach the USB cable.<br /><br />USB 3.0 really is a vast improvement over previous versions.  I'm dumping all my files from five other drives on this monster, and 500GB are transferring through the computer from one drive to another in around 2-3 hours, both large and tiny files.<br /><br />Worth noting is that the case seems very thin around the drive, which is probably good for heat dispersion, but will not provide the kind of protection you'd want if you were constantly transporting this drive.<br /><br />I now have on here hundreds of seasons of TV shows, most in HD, nearly a thousand movies, most in HD, hundreds of music albums, books, maps, comics, software setup files, etc., and I STILL have room to grow.  To get all these things consolidated and organized - and all accessible with a single drive powered up - is really fantastic."
5.0,Great,Love the look. Easy purchase.
1.0,Not happy. I was about to return it but chose to,"hold off for a while.  I still have 30 days.  It is very 'fussy'.  It sometimes doesn't work at all.<br /><br />When it's working, it looks good.<br /><br />However, a HUGE gripe - we bought this because it was Blockbuster-friendly.  This was just a month ago, mind you.  So I got an email that said Vizio no longer supports Blockbuster.  I have a big problem with these companies and all their little insider 'deals', that end up screwing the consumer.  Here's what I got less than a month after I received the DVD player:<br /><br />""Dear Valued Customer:<br /><br />""Beginning 1/3/12, the Blockbuster app will no longer be available on Vizio devices.<br />Beginning 1/3/12, you will not be able to watch movies from Blockbuster On Demand on your Vizio device, but you can still watch on any of our other devices or stream via PC or Mac.<br /><br />""Thank you for your continued support<br /><br />""DO NOT REPLY TO THIS EMAIL. This email address does not accept replies. ""<br /><br />I cannot recommend this if you want to view Blockbuster on Demand, but hey, Blockbuster seems to be on going down for the count, no matter who bought them out."
1.0,Too slow,"I've never seen this in a camera before. You click the button and count to three before it takes a picture. I checked and the self-timer is most definitely off. I've cehcekeed every setting I can find, and there is no way to get rid of that delay, which is death for quick action shots. You want to get the one moment someone grins or the second of the action, and it just doesn't work for that, which for me renders this camera completely useless.<br /><br />I will keep digging in, and I'll update the reveiw if I find something, but I owned a bottom of the line 110 mm film camera in the 70s that was better than this."
5.0,excellent sound from such a small speaker,did not close in place but it's supposed to be open for a fuller sound anyways so do not care. will buy more
5.0,This is by far the best cables I have ever used,"I haven't had to worry about the puppy chewing through this and I haven't had to worry about the business end not working. I like this so much, my lightning cord is the same type."
3.0,Its ok,Works somewhat good with the exception that one of the bolts is stuck (appears to be too short for adjustment anyway). If I had to buy again I would give the amazon basic arm a try instead or some other brand and pay more...
3.0,Can’t use during charging,It’s a good light. My only complaint is you can’t use it while charging. At least mine didn’t work.
5.0,Tripple the fun,"Need to share Need to share with spouse and child,  this will do."
3.0,"been trying several brands and while this is the best wireless, My senso's hold a charge longer",These fit my ears well but don't hold a charge well. I have a Senso wireless headphones/buds that work better but don't fit nearly as well in my ears.
5.0,Fantastic lightweight low profile keyboard,"This keyboard is exactly what I was looking for!  It's thin and lightweight, doesn't take up a ton of space on my desk, and there are no gaps between the keys for random debris to get stuck in.  I've used this keyboard almost daily for several hours a day for 10 months and haven't had any problems whatsoever."
2.0,Does not work for calls,"The sound quality is good on all three but there is a faint ringing when the music stops. Sadly, they are not compatible with iPhones (or at least not with my 8); they don't work for calls or with the skip and backwards controls on your headphones."
5.0,.,Bought for my husband for his trail camera- gets the job done.
4.0,Effective,Equipment works as required. Very easy to use and works well on my Kindle Fire.<br />The price is competitive and I would recommend this product.
5.0,Works on RCA maven pro tablets,"Made well,fits my RCA Maven Pro 11.6 tablet,looked every where,for something to work,spent around 75.dollars and returned alot of them,Cable Matters,solved my problem,Thank you,If anyone out there has a 2014 RCA Maven Pro tablet ,dont look any further,this is the one."
5.0,Good working power strip for behind furniture near wall,"Bought this for behind book case. Works perfect, allowing us to scoot case close to wall."
5.0,Excellent,What a beautiful bag
5.0,Great case!,"Awesome case! Durable, but light and fits the iPad like a glove!"
5.0,"Confusing to set up, but plenty of resources out there to help.","This product brings the world of DMR to your living room. Literally the world! With this little device and a properly licensed DMR radio, you will have access to DMR, System Fusion, D-Star, P25 and more all in your hand."
5.0,love this case!!,"Love this case!!! My toddler has dropped my kindle tons of times from the buggy while shopping, at home on our tile and hardwood floors and every time it bounces and lands face up! It's very easy for little hands to hold and it's easy to remove and put back on. There's plenty of clearance for the speakers, but the charge and power button space is a bit tight. My husband has a hard time reaching the power button to put it into sleep mode when the cord is plugged in, but I don't and either does our kids. A great purchase! If your looking for kindle free time it comes on your kindle device, it's not included with this, this is just a lovely foam case. The kindle free time is more of a parental control type of program that allows you to subscribe to different kid friendly media through Amazon."
5.0,It lives up to the hype.,"This little device does a lot.<br />While it is sort of a smart watch, it sort of isn't, too. But what it does, it does well.<br /><br />The good:<br />- Excellent selection of watch faces, including cute, clever, big, pretty, etc. You can change your face every day to match your clothes if you want.<br />- If I understand correctly, you can use it with other services, like Spark People.<br />- measures pulse, steps, miles. Tracks exercise on demand.<br />- motivates in numerous ways. Reminders to stand up, encouragement to finish your goal steps for the hour, challenges, even &#34;travel&#34; challenges that are longer term.<br />- large userbase. You can network with more of your friends on Fitbit than on any other fitness watch.<br />- big face without losing attractiveness<br />- large variety of replacement bands available from third parties, some very pretty.<br />- Can be used with many other fitness applications.<br />- Detects sleep surprisingly accurately<br />- Lots of settings options<br />- A decent number of apps available<br />- Handles the shower well<br />- If you never have to take it off except to charge, it's harder to lose it.<br />- Charges very quickly<br />- The charger is an awesome design and easy to use<br />- You can always have your alarms with you so you never miss them.<br /><br />The irritating<br />- All changes have to be made through the app.<br />- If you don't sync often enough, it loses your data<br />- Sync can take a long time.<br />- The battery life is considerably shorter than I expected. It's about 2 1/2 days if I have constant sync turned off.<br />- Don't even bother with constant sync unless you're willing to take it off to charge a lot.<br />- All the music apps are paid<br /><br />All in all, though, the pros are big and the cons are small. Enough that it still warrants a 5 star review."
5.0,Love it!!!,I love this case.
5.0,Nice!,"Good fans, very quiet and look cool in my AMD  red case"
5.0,Love these colors!,"Not generic at all, none broke yet and love the fact that it’s very long."
5.0,Just as I expected,I was replacing one.  I was pleasantly surprised that all I had to do was add batteries and use it! And it’s super quiet and works perfectly!!! Yayyyyy
5.0,Five Stars,"Great Product, Great value & Sturdy construction.  ANKLER NEVER DISAPPOINTS!!!"
5.0,Was so pleasantly surprised by these,"I have tried just about any and all earbuds/headphones for listening to music and audio books and most of them have pros and cons.  Over the ear have amazing sound, but those big ""cups"" cause the ear area to sweat so must be removed from time to time to ""air out.""  Earbuds...I love earbuds and have a couple of pairs that have astounding sound, but unfortunately, I have some odd ear canals - maybe to shallow, not curved enough or something as I can only wear them a short time before they end up falling out.  On-ear tend to be my favorite - they don't press down on the ear, they hook over the top so they stay in place and are comfortable to wear for a long period of time.  Their main problem (as is the same with all those mentioned above) is that they block the ear canal from hearing sounds around the individual that can be important.  Enter bone conduction headphones - they transmit sound through the bone just in front of the ear canal yet keep the ear canal open to sounds around the individual which is great for runners, warehouse workers, and others that do need to be aware of cars/machinery and others around them.  I mention all of this to explain I have had just about every type of earbud/headphone out there and these instantly became my hands down favorites the moment I put the synced pair on and played music and a portion of an audio book.  They are SO COMFY to wear!  These are sort of a cross between earbuds and bone conduction - the hooks that go over the ear place the piece over the ear canal, but it does not wholly cover it, so you can still hear what's going on around you.  I didn't mention that I also have neck speakers which are great if you are sitting, working on your computer - the neck speakers do mean that unless you keep the speaker volume low, everyone around you gets to hear whatever you are listening to.  That's fine - sometimes - but that's why these open ear headphones are perfect - private music/book reading and yet if someone steps into your cubicle, you can still hear them talking to you.  These have nudged my on-the-ear headphones out as my favorites.  I think the only thing I might suggest as a change to the manufacturer is a notch in the formed case that would make it easier to pick them up.  The formed section for each ear piece is very snug and I have had a little trouble getting them out with stubby fingers (and fingernails) - I used the edge of safety-tipped scissors to nudge them out of their ""bed"" in the case.  That's really just a little thing considering."
4.0,Snugg case for Galaxy Tab 3 or 4 10.1,"This is a great fit for the Galaxy Tab 3 or Tab 4.  This case is real leather and seem very durable with stitching all the way around the edges.  I like the Trident line of protective cases, however though its less protective the Snugg Smart Cover is really well made and works as advertised."
5.0,No issues.  Works great.,Does exactly what it supposed to do.
5.0,Works well - no issues,I needed to connect my new TV to my stereo system in my vertical entertainment system. So I needed sufficient length to allow the units to be pulled out of their mounting positions. This product provided the best price/performer I could find.
5.0,worked as advertised.,"worked as advertised.<br />was easy to install, for me at least...<br />the price was right..<br />beats buying a new laptop"
1.0,Not what I was looking for!,"Thought that I was buying a new Apple Airtag, but that was not the case.  Arrived wrapped in bubble wrap, and not Apple packaging.  That should have been my first clue.  I obviously did not carefully read the description when I made the purchase.  None the less, attempted to get it loaded on my Ipad multiple times, but was not successful.  Bought another from a big box store in its original Apple packing.  No issues.  Lessor learned.  Read the fine print."
5.0,Very good quality,"Arrived efficiently, Good quality, fitted my new iPad 5 perfectly with Apple front cover."
5.0,"Difficult to Install, But Provides Good Drop Protection","Because this BLOK PROTECTIVE SHELL FOR IPAD AIR2 is a Logitech product, I trust the manufacturer's claim that it protects an iPad Air2 from 6-foot drops.  I'm certainly not going to test the claim by intentionally dropping my tablet!  I ordered this protective shell after my husband dragged my iPad Air2 off the dining room table onto a chair, and the tablet nearly landed on the ceramic tile floor that breaks everything that falls onto it.<br /><br />Inserting the iPad Air2 into the BLOK shell was very difficult--it took about 20 minutes. You must follow the instructions and start with the tablet's top corners inserted into the shell, because the hard rubber must be worked around the tablet edges inch by inch.  I used a metal spudger tool (on hand for opening mobile device cases) to help, but of course I risked scratching the iPad Air2 case.  (I don't think I did.)  Clearly it will be equally difficult to remove the hard rubber shell, so you don't want to try this product unless you're really in need of drop protection.<br /><br />The shell comes with a screen protector, which I didn't need because my iPad Air2 already had one.  The shell adds weight to the tablet--definitely more weight than my &#34;official&#34; [[ASIN:B00OO9X4O2 Apple iPad Air 2 Smart Case]]--but I'm willing to accept that to get the drop protection.  My tablet lives on a tabletop, but if I should need to travel with it, I will carry it in a protective sleeve (like the [[ASIN:B004Y20KU0 rooCASE Apple iPad Air Sleeve Case Cover]]) that covers the glass.  The BLOK provides shock absorption, but has no screen cover."
3.0,its also not very comfortable,"decent quality sound, but it keeps turning itself in all the time which makes it cumbersome to have in the ears. its also not very comfortable"
5.0,Fit perfect,"Excelent item, as described."
5.0,It works nice and sleek to wear at work on the night shift,[[VIDEOID:68c3da5df892610cc752cc27a1f744f8]] It works no issues listening to my music.
5.0,As described,As described
1.0,POOR QUALITY,This is such poor quality... cheaply made... very disappointed. will be returning
5.0,Great book. Kids love it,My child loves this book.
